2024-02-28T15:48:27.078Z	NEW WS	DEKOSETESTINGSTATION03	127.0.0.1:49985
2024-02-28T15:56:56.915Z	RES OUT	0	127.0.0.1:49985	[3,"1d724891-709f-4987-9692-5c08adbaca56",{"status":"Pending","currentTime":"2024-02-28T15:56:56.914Z","interval":30}]
2024-02-28T15:57:26.895Z	REQ IN	0	127.0.0.1:49985	[2,"9a047097-e039-4f75-b3a2-9858feee052c","BootNotification",{"chargingStation":{"serialNumber":"C1-60_LC-21","model":"WB AC HLC 11kW","vendorName":"KOSTAL Industrie Elektrik GmbH","firmwareVersion":"2024.06.25708.NB"},"reason":"LocalReset"}]
2024-02-28T15:57:26.918Z	RES OUT	0	127.0.0.1:49985	[3,"9a047097-e039-4f75-b3a2-9858feee052c",{"status":"Pending","currentTime":"2024-02-28T15:57:26.912Z","interval":30}]
2024-02-28T15:57:56.890Z	REQ IN	0	127.0.0.1:49985	[2,"6900f519-e78a-4a26-bea3-ebe487d19705","BootNotification",{"chargingStation":{"serialNumber":"C1-60_LC-21","model":"WB AC HLC 11kW","vendorName":"KOSTAL Industrie Elektrik GmbH","firmwareVersion":"2024.06.25708.NB"},"reason":"LocalReset"}]
2024-02-28T15:57:56.901Z	RES OUT	0	127.0.0.1:49985	[3,"6900f519-e78a-4a26-bea3-ebe487d19705",{"status":"Pending","currentTime":"2024-02-28T15:57:56.900Z","interval":30}]
2024-02-28T15:58:26.892Z	REQ IN	0	127.0.0.1:49985	[2,"36d40e1b-0632-4ce6-b4ec-17f1f1166abf","BootNotification",{"chargingStation":{"serialNumber":"C1-60_LC-21","model":"WB AC HLC 11kW","vendorName":"KOSTAL Industrie Elektrik GmbH","firmwareVersion":"2024.06.25708.NB"},"reason":"LocalReset"}]
2024-02-28T15:58:26.914Z	RES OUT	0	127.0.0.1:49985	[3,"36d40e1b-0632-4ce6-b4ec-17f1f1166abf",{"status":"Pending","currentTime":"2024-02-28T15:58:26.907Z","interval":30}]
2024-02-28T15:58:31.847Z	RES IN	0	127.0.0.1:49985	[3,"brS38UG14r6Kjn4Yhz3Y35f5GKGMEp",{"messagesInQueue":true}]
2024-02-28T15:58:56.898Z	REQ IN	0	127.0.0.1:49985	[2,"61c66a94-5637-404b-b8a6-574ea1a38bed","BootNotification",{"chargingStation":{"serialNumber":"C1-60_LC-21","model":"WB AC HLC 11kW","vendorName":"KOSTAL Industrie Elektrik GmbH","firmwareVersion":"2024.06.25708.NB"},"reason":"LocalReset"}]
2024-02-28T15:58:56.909Z	RES OUT	0	127.0.0.1:49985	[3,"61c66a94-5637-404b-b8a6-574ea1a38bed",{"status":"Pending","currentTime":"2024-02-28T15:58:56.908Z","interval":30}]
2024-02-28T15:58:58.264Z	RES IN	0	127.0.0.1:49985	[3,"4QWz2fvQ1W4856dSv4MnjG5tx6h314",{"messagesInQueue":true}]
2024-02-28T15:59:15.727Z	RES IN	0	127.0.0.1:49985	[3,"v6Q7Ef58f2v9WtvnU51Gj3AQSzKY59",{"messagesInQueue":true}]
2024-02-28T15:59:17.068Z	RES IN	0	127.0.0.1:49985	[3,"MUrh79Ajjp3jGr6G1Ar1xvxvb5r478",{"messagesInQueue":true}]
2024-02-28T15:59:18.582Z	RES IN	0	127.0.0.1:49985	[3,"SAKb2MvWv118CE37hQMfdbU1t3x9EE",{"messagesInQueue":true}]
2024-02-28T15:59:26.898Z	REQ IN	0	127.0.0.1:49985	[2,"8c97f58b-d90d-43eb-b25a-47dbf0925b36","BootNotification",{"chargingStation":{"serialNumber":"C1-60_LC-21","model":"WB AC HLC 11kW","vendorName":"KOSTAL Industrie Elektrik GmbH","firmwareVersion":"2024.06.25708.NB"},"reason":"LocalReset"}]
2024-02-28T15:59:26.908Z	RES OUT	0	127.0.0.1:49985	[3,"8c97f58b-d90d-43eb-b25a-47dbf0925b36",{"status":"Pending","currentTime":"2024-02-28T15:59:26.907Z","interval":30}]
2024-02-28T15:59:56.889Z	REQ IN	0	127.0.0.1:49985	[2,"102666d1-6212-40a1-aca7-ecf45c20892c","BootNotification",{"chargingStation":{"serialNumber":"C1-60_LC-21","model":"WB AC HLC 11kW","vendorName":"KOSTAL Industrie Elektrik GmbH","firmwareVersion":"2024.06.25708.NB"},"reason":"LocalReset"}]
2024-02-28T15:59:56.898Z	RES OUT	0	127.0.0.1:49985	[3,"102666d1-6212-40a1-aca7-ecf45c20892c",{"status":"Pending","currentTime":"2024-02-28T15:59:56.897Z","interval":30}]
2024-02-28T16:00:26.900Z	REQ IN	0	127.0.0.1:49985	[2,"8f41fcb9-ecb0-4cfe-8b0d-9fc82c2ad00f","BootNotification",{"chargingStation":{"serialNumber":"C1-60_LC-21","model":"WB AC HLC 11kW","vendorName":"KOSTAL Industrie Elektrik GmbH","firmwareVersion":"2024.06.25708.NB"},"reason":"LocalReset"}]
2024-02-28T16:00:26.918Z	RES OUT	0	127.0.0.1:49985	[3,"8f41fcb9-ecb0-4cfe-8b0d-9fc82c2ad00f",{"status":"Pending","currentTime":"2024-02-28T16:00:26.913Z","interval":30}]
2024-02-28T16:00:56.901Z	REQ IN	0	127.0.0.1:49985	[2,"126d3416-94ce-4273-8b7c-8f1f2ad8a6da","BootNotification",{"chargingStation":{"serialNumber":"C1-60_LC-21","model":"WB AC HLC 11kW","vendorName":"KOSTAL Industrie Elektrik GmbH","firmwareVersion":"2024.06.25708.NB"},"reason":"LocalReset"}]
2024-02-28T16:00:56.911Z	RES OUT	0	127.0.0.1:49985	[3,"126d3416-94ce-4273-8b7c-8f1f2ad8a6da",{"status":"Pending","currentTime":"2024-02-28T16:00:56.910Z","interval":30}]
2024-02-28T16:01:26.956Z	REQ IN	0	127.0.0.1:49985	[2,"77081e7d-4fcf-42e6-8a04-eca1bdc2cbf9","BootNotification",{"chargingStation":{"serialNumber":"C1-60_LC-21","model":"WB AC HLC 11kW","vendorName":"KOSTAL Industrie Elektrik GmbH","firmwareVersion":"2024.06.25708.NB"},"reason":"LocalReset"}]
2024-02-28T16:01:26.974Z	RES OUT	0	127.0.0.1:49985	[3,"77081e7d-4fcf-42e6-8a04-eca1bdc2cbf9",{"status":"Pending","currentTime":"2024-02-28T16:01:26.970Z","interval":30}]
2024-02-28T16:01:56.898Z	REQ IN	0	127.0.0.1:49985	[2,"f921c4bf-5cdd-4d9a-a131-ac676f812862","BootNotification",{"chargingStation":{"serialNumber":"C1-60_LC-21","model":"WB AC HLC 11kW","vendorName":"KOSTAL Industrie Elektrik GmbH","firmwareVersion":"2024.06.25708.NB"},"reason":"LocalReset"}]
2024-02-28T16:01:56.908Z	RES OUT	0	127.0.0.1:49985	[3,"f921c4bf-5cdd-4d9a-a131-ac676f812862",{"status":"Pending","currentTime":"2024-02-28T16:01:56.907Z","interval":30}]
2024-02-28T16:02:26.894Z	REQ IN	0	127.0.0.1:49985	[2,"aacbef80-3f97-48ad-bcc4-73ab0b4b3f97","BootNotification",{"chargingStation":{"serialNumber":"C1-60_LC-21","model":"WB AC HLC 11kW","vendorName":"KOSTAL Industrie Elektrik GmbH","firmwareVersion":"2024.06.25708.NB"},"reason":"LocalReset"}]
2024-02-28T16:02:26.912Z	RES OUT	0	127.0.0.1:49985	[3,"aacbef80-3f97-48ad-bcc4-73ab0b4b3f97",{"status":"Pending","currentTime":"2024-02-28T16:02:26.907Z","interval":30}]
2024-02-28T16:02:56.908Z	REQ IN	0	127.0.0.1:49985	[2,"f4114031-efcc-46d7-8382-b7bdd177c5ba","BootNotification",{"chargingStation":{"serialNumber":"C1-60_LC-21","model":"WB AC HLC 11kW","vendorName":"KOSTAL Industrie Elektrik GmbH","firmwareVersion":"2024.06.25708.NB"},"reason":"LocalReset"}]
2024-02-28T16:02:56.918Z	RES OUT	0	127.0.0.1:49985	[3,"f4114031-efcc-46d7-8382-b7bdd177c5ba",{"status":"Pending","currentTime":"2024-02-28T16:02:56.917Z","interval":30}]
2024-02-28T16:03:26.890Z	REQ IN	0	127.0.0.1:49985	[2,"b973c713-79b7-4574-88f5-d8e938f8fbb6","BootNotification",{"chargingStation":{"serialNumber":"C1-60_LC-21","model":"WB AC HLC 11kW","vendorName":"KOSTAL Industrie Elektrik GmbH","firmwareVersion":"2024.06.25708.NB"},"reason":"LocalReset"}]
2024-02-28T16:03:26.905Z	RES OUT	0	127.0.0.1:49985	[3,"b973c713-79b7-4574-88f5-d8e938f8fbb6",{"status":"Pending","currentTime":"2024-02-28T16:03:26.903Z","interval":30}]
2024-02-28T16:03:56.977Z	REQ IN	0	127.0.0.1:49985	[2,"dddcf51d-188c-43b9-9562-756730410137","BootNotification",{"chargingStation":{"serialNumber":"C1-60_LC-21","model":"WB AC HLC 11kW","vendorName":"KOSTAL Industrie Elektrik GmbH","firmwareVersion":"2024.06.25708.NB"},"reason":"LocalReset"}]
2024-02-28T16:03:56.986Z	RES OUT	0	127.0.0.1:49985	[3,"dddcf51d-188c-43b9-9562-756730410137",{"status":"Pending","currentTime":"2024-02-28T16:03:56.985Z","interval":30}]
2024-02-28T16:04:26.893Z	REQ IN	0	127.0.0.1:49985	[2,"549efd65-e4f4-48ff-9989-30e79b0c36cc","BootNotification",{"chargingStation":{"serialNumber":"C1-60_LC-21","model":"WB AC HLC 11kW","vendorName":"KOSTAL Industrie Elektrik GmbH","firmwareVersion":"2024.06.25708.NB"},"reason":"LocalReset"}]
2024-02-28T16:04:26.910Z	RES OUT	0	127.0.0.1:49985	[3,"549efd65-e4f4-48ff-9989-30e79b0c36cc",{"status":"Pending","currentTime":"2024-02-28T16:04:26.906Z","interval":30}]
2024-02-28T16:04:56.899Z	REQ IN	0	127.0.0.1:49985	[2,"38482793-26ca-4888-8889-18bd780ddb60","BootNotification",{"chargingStation":{"serialNumber":"C1-60_LC-21","model":"WB AC HLC 11kW","vendorName":"KOSTAL Industrie Elektrik GmbH","firmwareVersion":"2024.06.25708.NB"},"reason":"LocalReset"}]
2024-02-28T16:04:56.909Z	RES OUT	0	127.0.0.1:49985	[3,"38482793-26ca-4888-8889-18bd780ddb60",{"status":"Pending","currentTime":"2024-02-28T16:04:56.907Z","interval":30}]
2024-02-28T16:05:26.906Z	REQ IN	0	127.0.0.1:49985	[2,"6e5c8e21-ee7a-4cb4-84ee-d9a4bb8a47e0","BootNotification",{"chargingStation":{"serialNumber":"C1-60_LC-21","model":"WB AC HLC 11kW","vendorName":"KOSTAL Industrie Elektrik GmbH","firmwareVersion":"2024.06.25708.NB"},"reason":"LocalReset"}]
2024-02-28T16:05:26.924Z	RES OUT	0	127.0.0.1:49985	[3,"6e5c8e21-ee7a-4cb4-84ee-d9a4bb8a47e0",{"status":"Pending","currentTime":"2024-02-28T16:05:26.919Z","interval":30}]
2024-02-28T16:05:56.915Z	REQ IN	0	127.0.0.1:49985	[2,"0b30e962-558b-4b50-8f6a-552760e5013b","BootNotification",{"chargingStation":{"serialNumber":"C1-60_LC-21","model":"WB AC HLC 11kW","vendorName":"KOSTAL Industrie Elektrik GmbH","firmwareVersion":"2024.06.25708.NB"},"reason":"LocalReset"}]
2024-02-28T16:05:56.924Z	RES OUT	0	127.0.0.1:49985	[3,"0b30e962-558b-4b50-8f6a-552760e5013b",{"status":"Pending","currentTime":"2024-02-28T16:05:56.923Z","interval":30}]
2024-02-28T16:06:26.906Z	REQ IN	0	127.0.0.1:49985	[2,"ad36cd8f-8edb-4519-9817-fba2dda2385b","BootNotification",{"chargingStation":{"serialNumber":"C1-60_LC-21","model":"WB AC HLC 11kW","vendorName":"KOSTAL Industrie Elektrik GmbH","firmwareVersion":"2024.06.25708.NB"},"reason":"LocalReset"}]
2024-02-28T16:06:26.924Z	RES OUT	0	127.0.0.1:49985	[3,"ad36cd8f-8edb-4519-9817-fba2dda2385b",{"status":"Pending","currentTime":"2024-02-28T16:06:26.920Z","interval":30}]
2024-02-28T16:06:56.910Z	REQ IN	0	127.0.0.1:49985	[2,"f19b42e7-8c8b-4095-a6e9-59d715e38a45","BootNotification",{"chargingStation":{"serialNumber":"C1-60_LC-21","model":"WB AC HLC 11kW","vendorName":"KOSTAL Industrie Elektrik GmbH","firmwareVersion":"2024.06.25708.NB"},"reason":"LocalReset"}]
2024-02-28T16:06:56.919Z	RES OUT	0	127.0.0.1:49985	[3,"f19b42e7-8c8b-4095-a6e9-59d715e38a45",{"status":"Pending","currentTime":"2024-02-28T16:06:56.918Z","interval":30}]
2024-02-28T16:07:26.900Z	REQ IN	0	127.0.0.1:49985	[2,"48771221-7337-4fab-9e95-80c5d50387ef","BootNotification",{"chargingStation":{"serialNumber":"C1-60_LC-21","model":"WB AC HLC 11kW","vendorName":"KOSTAL Industrie Elektrik GmbH","firmwareVersion":"2024.06.25708.NB"},"reason":"LocalReset"}]
2024-02-28T16:07:26.915Z	RES OUT	0	127.0.0.1:49985	[3,"48771221-7337-4fab-9e95-80c5d50387ef",{"status":"Pending","currentTime":"2024-02-28T16:07:26.913Z","interval":30}]
2024-02-28T16:07:56.902Z	REQ IN	0	127.0.0.1:49985	[2,"00ae4a98-f6cb-4451-bb0f-1e3893df6e44","BootNotification",{"chargingStation":{"serialNumber":"C1-60_LC-21","model":"WB AC HLC 11kW","vendorName":"KOSTAL Industrie Elektrik GmbH","firmwareVersion":"2024.06.25708.NB"},"reason":"LocalReset"}]
2024-02-28T16:07:56.911Z	RES OUT	0	127.0.0.1:49985	[3,"00ae4a98-f6cb-4451-bb0f-1e3893df6e44",{"status":"Pending","currentTime":"2024-02-28T16:07:56.910Z","interval":30}]
2024-02-28T16:08:26.905Z	REQ IN	0	127.0.0.1:49985	[2,"87fecd30-5756-419a-a9cd-0ad9f1f87378","BootNotification",{"chargingStation":{"serialNumber":"C1-60_LC-21","model":"WB AC HLC 11kW","vendorName":"KOSTAL Industrie Elektrik GmbH","firmwareVersion":"2024.06.25708.NB"},"reason":"LocalReset"}]
2024-02-28T16:08:26.923Z	RES OUT	0	127.0.0.1:49985	[3,"87fecd30-5756-419a-a9cd-0ad9f1f87378",{"status":"Pending","currentTime":"2024-02-28T16:08:26.919Z","interval":30}]
2024-02-28T16:08:56.917Z	REQ IN	0	127.0.0.1:49985	[2,"7a3f7432-595d-4090-ad2e-989a7f3bf8ca","BootNotification",{"chargingStation":{"serialNumber":"C1-60_LC-21","model":"WB AC HLC 11kW","vendorName":"KOSTAL Industrie Elektrik GmbH","firmwareVersion":"2024.06.25708.NB"},"reason":"LocalReset"}]
2024-02-28T16:08:56.927Z	RES OUT	0	127.0.0.1:49985	[3,"7a3f7432-595d-4090-ad2e-989a7f3bf8ca",{"status":"Pending","currentTime":"2024-02-28T16:08:56.926Z","interval":30}]
2024-02-28T16:09:26.908Z	REQ IN	0	127.0.0.1:49985	[2,"d3c1464f-069e-408e-974c-bc2cc9dcecd5","BootNotification",{"chargingStation":{"serialNumber":"C1-60_LC-21","model":"WB AC HLC 11kW","vendorName":"KOSTAL Industrie Elektrik GmbH","firmwareVersion":"2024.06.25708.NB"},"reason":"LocalReset"}]
2024-02-28T16:09:26.923Z	RES OUT	0	127.0.0.1:49985	[3,"d3c1464f-069e-408e-974c-bc2cc9dcecd5",{"status":"Pending","currentTime":"2024-02-28T16:09:26.921Z","interval":30}]
2024-02-28T16:09:56.927Z	REQ IN	0	127.0.0.1:49985	[2,"438ac9bc-d69a-4572-baf6-9cf14734c812","BootNotification",{"chargingStation":{"serialNumber":"C1-60_LC-21","model":"WB AC HLC 11kW","vendorName":"KOSTAL Industrie Elektrik GmbH","firmwareVersion":"2024.06.25708.NB"},"reason":"LocalReset"}]
2024-02-28T16:09:56.936Z	RES OUT	0	127.0.0.1:49985	[3,"438ac9bc-d69a-4572-baf6-9cf14734c812",{"status":"Pending","currentTime":"2024-02-28T16:09:56.935Z","interval":30}]
2024-02-28T16:10:26.909Z	REQ IN	0	127.0.0.1:49985	[2,"da32f1a9-18e6-4045-8763-f8b687677ef2","BootNotification",{"chargingStation":{"serialNumber":"C1-60_LC-21","model":"WB AC HLC 11kW","vendorName":"KOSTAL Industrie Elektrik GmbH","firmwareVersion":"2024.06.25708.NB"},"reason":"LocalReset"}]
2024-02-28T16:10:26.924Z	RES OUT	0	127.0.0.1:49985	[3,"da32f1a9-18e6-4045-8763-f8b687677ef2",{"status":"Pending","currentTime":"2024-02-28T16:10:26.922Z","interval":30}]
2024-02-28T16:10:56.901Z	REQ IN	0	127.0.0.1:49985	[2,"3a8ad193-9e29-4306-a29d-c43c3cabb9bf","BootNotification",{"chargingStation":{"serialNumber":"C1-60_LC-21","model":"WB AC HLC 11kW","vendorName":"KOSTAL Industrie Elektrik GmbH","firmwareVersion":"2024.06.25708.NB"},"reason":"LocalReset"}]
2024-02-28T16:10:56.912Z	RES OUT	0	127.0.0.1:49985	[3,"3a8ad193-9e29-4306-a29d-c43c3cabb9bf",{"status":"Pending","currentTime":"2024-02-28T16:10:56.910Z","interval":30}]
2024-02-28T16:11:26.901Z	REQ IN	0	127.0.0.1:49985	[2,"44b58769-74cb-46b2-8046-307781f20149","BootNotification",{"chargingStation":{"serialNumber":"C1-60_LC-21","model":"WB AC HLC 11kW","vendorName":"KOSTAL Industrie Elektrik GmbH","firmwareVersion":"2024.06.25708.NB"},"reason":"LocalReset"}]
2024-02-28T16:11:26.911Z	RES OUT	0	127.0.0.1:49985	[3,"44b58769-74cb-46b2-8046-307781f20149",{"status":"Pending","currentTime":"2024-02-28T16:11:26.911Z","interval":30}]
2024-02-28T16:11:56.918Z	REQ IN	0	127.0.0.1:49985	[2,"c07fbbfe-ad2c-4a05-ba22-28ef55824d8c","BootNotification",{"chargingStation":{"serialNumber":"C1-60_LC-21","model":"WB AC HLC 11kW","vendorName":"KOSTAL Industrie Elektrik GmbH","firmwareVersion":"2024.06.25708.NB"},"reason":"LocalReset"}]
2024-02-28T16:11:56.927Z	RES OUT	0	127.0.0.1:49985	[3,"c07fbbfe-ad2c-4a05-ba22-28ef55824d8c",{"status":"Pending","currentTime":"2024-02-28T16:11:56.926Z","interval":30}]
2024-02-28T16:12:26.904Z	REQ IN	0	127.0.0.1:49985	[2,"f3e3f2b2-9358-496c-8b37-9491cb5fad7c","BootNotification",{"chargingStation":{"serialNumber":"C1-60_LC-21","model":"WB AC HLC 11kW","vendorName":"KOSTAL Industrie Elektrik GmbH","firmwareVersion":"2024.06.25708.NB"},"reason":"LocalReset"}]
2024-02-28T16:12:26.923Z	RES OUT	0	127.0.0.1:49985	[3,"f3e3f2b2-9358-496c-8b37-9491cb5fad7c",{"status":"Pending","currentTime":"2024-02-28T16:12:26.919Z","interval":30}]
2024-02-28T16:12:56.910Z	REQ IN	0	127.0.0.1:49985	[2,"dcf2f20d-267c-4b32-b368-7af931b1469b","BootNotification",{"chargingStation":{"serialNumber":"C1-60_LC-21","model":"WB AC HLC 11kW","vendorName":"KOSTAL Industrie Elektrik GmbH","firmwareVersion":"2024.06.25708.NB"},"reason":"LocalReset"}]
2024-02-28T16:12:56.919Z	RES OUT	0	127.0.0.1:49985	[3,"dcf2f20d-267c-4b32-b368-7af931b1469b",{"status":"Pending","currentTime":"2024-02-28T16:12:56.918Z","interval":30}]
2024-02-28T16:13:26.906Z	REQ IN	0	127.0.0.1:49985	[2,"c0ef404e-8c9f-4599-a11e-1f0be0876d76","BootNotification",{"chargingStation":{"serialNumber":"C1-60_LC-21","model":"WB AC HLC 11kW","vendorName":"KOSTAL Industrie Elektrik GmbH","firmwareVersion":"2024.06.25708.NB"},"reason":"LocalReset"}]
2024-02-28T16:13:26.923Z	RES OUT	0	127.0.0.1:49985	[3,"c0ef404e-8c9f-4599-a11e-1f0be0876d76",{"status":"Pending","currentTime":"2024-02-28T16:13:26.919Z","interval":30}]
2024-02-28T16:13:56.941Z	REQ IN	0	127.0.0.1:49985	[2,"85ea1d0b-8368-41d6-91cc-2186d211b819","BootNotification",{"chargingStation":{"serialNumber":"C1-60_LC-21","model":"WB AC HLC 11kW","vendorName":"KOSTAL Industrie Elektrik GmbH","firmwareVersion":"2024.06.25708.NB"},"reason":"LocalReset"}]
2024-02-28T16:13:56.950Z	RES OUT	0	127.0.0.1:49985	[3,"85ea1d0b-8368-41d6-91cc-2186d211b819",{"status":"Pending","currentTime":"2024-02-28T16:13:56.949Z","interval":30}]
2024-02-28T16:14:26.906Z	REQ IN	0	127.0.0.1:49985	[2,"95f814e4-04b3-4031-a7c7-54a126769d85","BootNotification",{"chargingStation":{"serialNumber":"C1-60_LC-21","model":"WB AC HLC 11kW","vendorName":"KOSTAL Industrie Elektrik GmbH","firmwareVersion":"2024.06.25708.NB"},"reason":"LocalReset"}]
2024-02-28T16:14:26.920Z	RES OUT	0	127.0.0.1:49985	[3,"95f814e4-04b3-4031-a7c7-54a126769d85",{"status":"Pending","currentTime":"2024-02-28T16:14:26.919Z","interval":30}]
2024-02-28T16:14:56.906Z	REQ IN	0	127.0.0.1:49985	[2,"641e7909-fe17-43d1-ac07-5ed28787fee0","BootNotification",{"chargingStation":{"serialNumber":"C1-60_LC-21","model":"WB AC HLC 11kW","vendorName":"KOSTAL Industrie Elektrik GmbH","firmwareVersion":"2024.06.25708.NB"},"reason":"LocalReset"}]
2024-02-28T16:14:56.916Z	RES OUT	0	127.0.0.1:49985	[3,"641e7909-fe17-43d1-ac07-5ed28787fee0",{"status":"Pending","currentTime":"2024-02-28T16:14:56.915Z","interval":30}]
2024-02-28T16:15:26.915Z	REQ IN	0	127.0.0.1:49985	[2,"729860fc-270e-493e-bb77-6ceaad5ceb22","BootNotification",{"chargingStation":{"serialNumber":"C1-60_LC-21","model":"WB AC HLC 11kW","vendorName":"KOSTAL Industrie Elektrik GmbH","firmwareVersion":"2024.06.25708.NB"},"reason":"LocalReset"}]
2024-02-28T16:15:26.932Z	RES OUT	0	127.0.0.1:49985	[3,"729860fc-270e-493e-bb77-6ceaad5ceb22",{"status":"Pending","currentTime":"2024-02-28T16:15:26.929Z","interval":30}]
2024-02-28T16:15:54.872Z	RES IN	0	127.0.0.1:49985	[3,"253b4znf7pQfS3z2U33C19pQxr1236",{"messagesInQueue":true}]
2024-02-28T16:15:56.917Z	REQ IN	0	127.0.0.1:49985	[2,"65891922-eed0-4cc1-8169-1850f43aa0a7","BootNotification",{"chargingStation":{"serialNumber":"C1-60_LC-21","model":"WB AC HLC 11kW","vendorName":"KOSTAL Industrie Elektrik GmbH","firmwareVersion":"2024.06.25708.NB"},"reason":"LocalReset"}]
2024-02-28T16:15:56.927Z	RES OUT	0	127.0.0.1:49985	[3,"65891922-eed0-4cc1-8169-1850f43aa0a7",{"status":"Pending","currentTime":"2024-02-28T16:15:56.927Z","interval":30}]
2024-02-28T16:16:20.644Z	RES IN	0	127.0.0.1:49985	[3,"S94r7bzzUdb9frt2Qrf9Q84hQ46bpt",{"status":"Rejected"}]
2024-02-28T16:16:26.832Z	RES IN	0	127.0.0.1:49985	[3,"99n794U8h8nrjAK1K6xz9dWnEAtGv8",{"status":"Rejected"}]
2024-02-28T16:16:26.923Z	REQ IN	0	127.0.0.1:49985	[2,"78155903-865e-4ffe-8f52-de81fe3a69ff","BootNotification",{"chargingStation":{"serialNumber":"C1-60_LC-21","model":"WB AC HLC 11kW","vendorName":"KOSTAL Industrie Elektrik GmbH","firmwareVersion":"2024.06.25708.NB"},"reason":"LocalReset"}]
2024-02-28T16:16:26.938Z	RES OUT	0	127.0.0.1:49985	[3,"78155903-865e-4ffe-8f52-de81fe3a69ff",{"status":"Accepted","currentTime":"2024-02-28T16:16:26.937Z","interval":30}]
2024-02-28T16:16:26.985Z	REQ IN	0	127.0.0.1:49985	[2,"8c3913ff-1d3d-458c-8bab-a2d24962014b","StatusNotification",{"timestamp":"2024-02-28T16:16:27.422Z","connectorStatus":"Available","evseId":1,"connectorId":1}]
2024-02-28T16:16:27.011Z	RES OUT	0	127.0.0.1:49985	[3,"8c3913ff-1d3d-458c-8bab-a2d24962014b",{}]
2024-02-28T16:16:27.065Z	REQ IN	0	127.0.0.1:49985	[2,"0ec474db-1b1c-42a5-8847-120f27ab2380","TransactionEvent",{"eventType":"Started","meterValue":[{"sampledValue":[{"value":83771.40045166016,"context":"Transaction.Begin","measurand":"Energy.Active.Import.Register","location":"Outlet","unitOfMeasure":{"unit":"Wh"}}],"timestamp":"2024-02-28T15:57:07.365Z"},{"sampledValue":[{"value":83771.40045166016,"context":"Transaction.Begin","measurand":"Energy.Active.Import.Register","location":"Inlet","unitOfMeasure":{"unit":"Wh"}}],"timestamp":"2024-02-28T15:57:07.365Z"}],"timestamp":"2024-02-28T15:57:07.365Z","triggerReason":"CablePluggedIn","seqNo":0,"offline":true,"transactionInfo":{"transactionId":"09b4aca3-76b9-4757-bff3-068247a5d2e1","chargingState":"EVConnected"},"evse":{"id":1,"connectorId":1}}]
2024-02-28T16:16:27.120Z	RES OUT	0	127.0.0.1:49985	[3,"0ec474db-1b1c-42a5-8847-120f27ab2380",{}]
2024-02-28T16:16:27.172Z	REQ IN	0	127.0.0.1:49985	[2,"38998a7e-7812-4a69-aab6-d15fe6535a44","SecurityEventNotification",{"type":"ResetOrReboot","timestamp":"2024-02-28T15:42:45.871Z"}]
2024-02-28T16:16:27.190Z	RES OUT	0	127.0.0.1:49985	[3,"38998a7e-7812-4a69-aab6-d15fe6535a44",{}]
2024-02-28T16:16:27.230Z	REQ IN	0	127.0.0.1:49985	[2,"b91ffbe2-ae88-48d2-8c76-740cf7c33f71","SecurityEventNotification",{"type":"ResetOrReboot","timestamp":"2024-02-28T15:44:16.86Z"}]
2024-02-28T16:16:27.239Z	RES OUT	0	127.0.0.1:49985	[3,"b91ffbe2-ae88-48d2-8c76-740cf7c33f71",{}]
2024-02-28T16:16:27.277Z	REQ IN	0	127.0.0.1:49985	[2,"8716f7d9-9a69-42dd-91d3-2423cdc2528a","TransactionEvent",{"eventType":"Updated","timestamp":"2024-02-28T15:57:29.097Z","triggerReason":"Authorized","seqNo":1,"offline":true,"transactionInfo":{"transactionId":"09b4aca3-76b9-4757-bff3-068247a5d2e1"},"idToken":{"idToken":"12345678","type":"ISO14443"}}]
2024-02-28T16:16:27.291Z	RES OUT	0	127.0.0.1:49985	[3,"8716f7d9-9a69-42dd-91d3-2423cdc2528a",{}]
2024-02-28T16:16:27.340Z	REQ IN	0	127.0.0.1:49985	[2,"2af9abcf-ceaa-43e6-8ff2-4361043dc053","SecurityEventNotification",{"type":"ResetOrReboot","timestamp":"2024-02-28T15:45:10.285Z"}]
2024-02-28T16:16:27.348Z	RES OUT	0	127.0.0.1:49985	[3,"2af9abcf-ceaa-43e6-8ff2-4361043dc053",{}]
2024-02-28T16:16:27.387Z	REQ IN	0	127.0.0.1:49985	[2,"ccb79373-6e65-45a8-ad89-8abe653ca8ec","SecurityEventNotification",{"type":"ResetOrReboot","timestamp":"2024-02-28T15:46:40.439Z"}]
2024-02-28T16:16:27.395Z	RES OUT	0	127.0.0.1:49985	[3,"ccb79373-6e65-45a8-ad89-8abe653ca8ec",{}]
2024-02-28T16:16:27.434Z	REQ IN	0	127.0.0.1:49985	[2,"b755a650-8af5-4ba9-a34b-8f5a82e4e8cc","TransactionEvent",{"eventType":"Updated","timestamp":"2024-02-28T15:57:43.116Z","triggerReason":"ChargingStateChanged","seqNo":2,"offline":true,"transactionInfo":{"transactionId":"09b4aca3-76b9-4757-bff3-068247a5d2e1","chargingState":"Charging"}}]
2024-02-28T16:16:27.443Z	RES OUT	0	127.0.0.1:49985	[3,"b755a650-8af5-4ba9-a34b-8f5a82e4e8cc",{}]
